cat_periodo,mrun,gen_alu,fec_nac_alu,rango_edad,anio_ing_carr_ori,sem_ing_carr_ori,fecha_obtencion_titulo,tipo_inst_1,tipo_inst_2,cod_inst,nomb_inst,cod_carrera,nomb_carrera,nivel_global,nivel_carrera_1,nivel_carrera_2,dur_estudio_carr,dur_proceso_tit,dur_total_carr,region_sede,provincia_sede,comuna_sede,jornada,modalidad,tipo_plan_carr,area_conocimiento,area_generica,cine_f_13_area,cine_f_13_subarea,anio_titulo,mes_titulo,semestre_titulo,duracion_real_sem,edad_titulacion,edad_ingreso,sobreduracion_sem,indice_duracion,titulacion_oportuna,categoria_rezago,genero,cohorte_ingreso,es_no_presencial,atipico_duracion,atipico_edad,atipico_teorica,es_atipico
2020,1098730,2,199908,20 a 24 Años,2018,1,20200717,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,70,Tecnico en Enfermeria Mencion en Pediatria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2020,7,1,5,20,19,0,1.0,True,Oportuna,Mujer,2018,False,False,False,False,False
2024,14358141,1,199912,20 a 24 Años,2020,1,20240912,Universidades,Universidades Cruch,75,Universidad del Bio-Bio,192,Contador Publico y Auditor,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,0,8,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Administración y Comercio,Contador Auditor,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,9,2,10,24,21,2,1.25,False,Rezago leve,Hombre,2020,False,False,False,False,False
2025,12754257,1,198610,35 a 39 Años,2018,1,20250422,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,138,Prevencion de Riesgos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Prevención de Riesgos,Servicios,Servicios de Higiene y Salud Ocupacional,2025,4,1,15,38,32,11,3.75,False,Rezago severo,Hombre,2018,False,False,False,False,False
2022,18228270,1,199903,20 a 24 Años,2017,1,20221216,Universidades,Universidades Privadas,10,Universidad Mayor,19,Odontologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Odontología,Salud y Bienestar,Salud,2022,12,2,12,23,18,0,1.0,True,Oportuna,Hombre,2017,False,False,False,False,False
2025,7307529,2,200506,20 a 24 Años,2023,1,20250523,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,34,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Valparaíso,San Felipe de Aconcagua,San Felipe,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2025,5,1,5,19,18,0,1.0,True,Oportuna,Mujer,2023,False,False,False,False,False
2024,21898423,1,200404,20 a 24 Años,2022,1,20240719,Institutos Profesionales,Institutos Profesionales,123,Ip de Chile,43,Tecnico en Mecanica Automotriz y Autotronica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Lib. Gral. B. O'Higgins,Cachapoal,Rancagua,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2024,7,1,5,20,18,0,1.0,True,Oportuna,Hombre,2022,False,False,False,False,False
2022,22470946,1,199809,20 a 24 Años,2017,1,20220308,Institutos Profesionales,Institutos Profesionales,116,Ip Santo Tomas,145,Ingenieria en Electricidad y Electronica Industrial,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Electricidad,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,3,1,11,23,19,3,1.375,False,Rezago moderado,Hombre,2017,False,False,False,False,False
2023,9650194,2,199910,20 a 24 Años,2018,1,20231003,Universidades,Universidades Privadas,13,Universidad Santo Tomas,14,Trabajo Social,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,0,9,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2023,10,2,12,24,19,3,1.333,False,Rezago moderado,Mujer,2018,False,False,False,False,False
2023,9188150,2,199805,25 a 29 Años,2019,1,20230823,Universidades,Universidades Privadas,4,Universidad Central de Chile,53,Publicidad,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Ciencias Sociales,Publicidad,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,8,2,10,25,21,2,1.25,False,Rezago leve,Mujer,2019,False,False,False,False,False
2024,3577731,2,198203,40 y Más Años,2022,1,20250123,Centros de Formación Técnica,Centros de Formación Técnica,331,Cft Iprosec,100,Administracion de Empresas Mencion Recursos Humanos,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Los Lagos,Osorno,Osorno,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2025,1,1,7,42,40,2,1.4,False,Rezago leve,Mujer,2022,False,False,False,False,False
2022,14005677,1,199704,25 a 29 Años,2017,1,20221102,Universidades,Universidades Cruch,3,Universidad Diego Portales,41,Arquitectura,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,0,11,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2022,11,2,12,25,20,1,1.091,False,Rezago leve,Hombre,2017,False,False,False,False,False
2023,2796272,1,199307,25 a 29 Años,2012,1,20230614,Universidades,Universidades Cruch,82,Universidad Metropolitana de Ciencias de la Educacion,41,Licenciatura en Educacion y Pedagogia en Filosofia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,2,10,Metropolitana,Santiago,Ñuñoa,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Filosofía y Religión,Educación,Educación,2023,6,1,23,29,19,13,2.3,False,Rezago severo,Hombre,2012,False,False,False,False,False
2025,3312048,1,198204,40 y Más Años,2023,1,20250616,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,28,Trabajo Social,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,La Araucanía,Cautin,Temuco,Vespertina,Presencial,Plan Regular,Ciencias Sociales,Trabajo Social,Salud y Bienestar,Bienestar,2025,6,1,5,43,41,-3,0.625,True,Oportuna,Hombre,2023,False,False,False,False,False
2022,10707354,1,199504,25 a 29 Años,2013,1,20221104,Universidades,Universidades Cruch,78,Universidad de Talca,297,Ingenieria Civil Mecatronica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,1,11,Maule,Curico,Curico,Diurna,Presencial,Plan Regular,Tecnología,Otras Ingenierías Civiles,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2022,11,2,20,27,18,9,1.818,False,Rezago severo,Hombre,2013,False,False,False,False,False
2021,6261015,1,198904,30 a 34 Años,2008,1,20210324,Institutos Profesionales,Institutos Profesionales,111,Ip Duoc Uc,22,Ingenieria en Mecanica Automotriz y Autotronica,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,1,8,Metropolitana,Santiago,San Joaquin,Vespertina,Presencial,Plan Regular,Tecnología,Ingeniería en Mecánica Automotriz,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2021,3,1,27,31,19,19,3.375,False,Rezago severo,Hombre,2008,False,False,False,False,False
2023,526374,2,199902,20 a 24 Años,2021,1,20230725,Universidades,Universidades Cruch,93,Universidad Catolica de la Santisima Concepcion,53,Programa de Continuidad de Estudios en Ingenieria de Ejecucion en Administracion de Empresas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,5,1,5,Biobío,Concepcion,Talcahuano,Vespertina,Presencial,Plan Especial,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,7,1,5,24,22,0,1.0,True,Oportuna,Mujer,2021,False,False,False,False,False
2020,1956092,1,199811,20 a 24 Años,2017,1,20210115,Universidades,Universidades Cruch,70,Universidad de Chile,84,Licenciatura en Lingüistica y Literatura Inglesas,Pregrado,Licenciatura No Conducente a Título,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Humanidades,Licenciatura en Letras y Literatura,Artes y Humanidades,Idiomas,2021,1,1,9,22,19,1,1.125,False,Rezago leve,Hombre,2017,False,False,False,False,False
2022,12808855,2,199806,20 a 24 Años,2017,1,20220406,Universidades,Universidades Privadas,45,Universidad del Desarrollo,98,Nutricion y Dietetica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Las Condes,Diurna,Presencial,Plan Regular,Salud,Nutrición y Dietética,Salud y Bienestar,Salud,2022,4,1,11,23,19,1,1.1,False,Rezago leve,Mujer,2017,False,False,False,False,False
2022,12130027,2,197808,40 y Más Años,2019,2,20220502,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,31,Tecnico de Nivel Superior en Administracion Publica,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Regular,Ciencias Sociales,Técnico en Administración Pública o Municipal,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,5,1,6,43,41,1,1.2,False,Rezago leve,Mujer,2019,True,False,False,False,False
2025,8354604,1,200301,20 a 24 Años,2022,1,20251231,Universidades,Universidades Cruch,88,Universidad Tecnica Federico Santa Maria,67,Tecnico Universitario en Electricidad,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Valparaíso,Valparaiso,Viña del Mar,Diurna,Presencial,Plan Regular,Tecnología,Técnico en Electricidad y Electricidad Industrial,"Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2025,12,2,8,22,19,4,2.0,False,Rezago moderado,Hombre,2022,False,False,False,False,False
2022,6582871,2,199801,20 a 24 Años,2017,1,20220418,Universidades,Universidades Cruch,3,Universidad Diego Portales,58,Pedagogia en Educacion Parvularia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Educación de Párvulos,Educación,Educación,2022,4,1,11,24,19,3,1.375,False,Rezago moderado,Mujer,2017,False,False,False,False,False
2025,2355008,2,200203,20 a 24 Años,2020,1,20251125,Universidades,Universidades Privadas,45,Universidad del Desarrollo,38,Odontologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Salud,Odontología,Salud y Bienestar,Salud,2025,11,2,12,23,18,0,1.0,True,Oportuna,Mujer,2020,False,False,False,False,False
2022,13454137,2,198012,40 y Más Años,2020,1,20220809,Centros de Formación Técnica,Centros de Formación Técnica,629,Cft Pucv,0,Tecnico de Nivel Superior en Construccion,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,1,5,Valparaíso,Quillota,Quillota,Vespertina,Presencial,Plan Regular,Tecnología,Técnico en Construcción y Obras Civiles,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2022,8,2,6,41,40,1,1.2,False,Rezago leve,Mujer,2020,False,False,False,False,False
2020,2840755,1,199211,25 a 29 Años,2012,1,20201217,Universidades,Universidades Cruch,85,Universidad Tecnologica Metropolitana,3,Arquitectura,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,3,12,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Arte y Arquitectura,Arquitectura,"Ingeniería, Industria y Construcción",Arquitectura y Construcción,2020,12,2,18,28,20,6,1.5,False,Rezago severo,Hombre,2012,False,False,False,False,False
2023,22547512,2,199511,25 a 29 Años,2020,1,20230526,Institutos Profesionales,Institutos Profesionales,143,Ip Aiep,30,Tecnico Juridico,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,1,5,Metropolitana,Santiago,Conchali,A Distancia,No Presencial,Plan Regular,Derecho,Técnico Jurídico,Administración de Empresas y Derecho,Derecho,2023,5,1,7,27,25,2,1.4,False,Rezago leve,Mujer,2020,True,False,False,False,False
2022,16661651,1,199504,25 a 29 Años,2016,1,20220428,Universidades,Universidades Cruch,75,Universidad del Bio-Bio,17,Ingenieria de Ejecucion en Computacion e Informatica,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Tecnología,Ingeniería en Computación e Informática,Tecnología de la Información y la Comunicación (Tic),Tecnología de la Información y la Comunicación (Tic),2022,4,1,13,27,21,5,1.625,False,Rezago severo,Hombre,2016,False,False,False,False,False
2021,13090883,1,199707,20 a 24 Años,2016,1,20210524,Universidades,Universidades Cruch,87,Universidad de Concepcion,189,Tecnologia Medica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Salud,Tecnología Médica,Salud y Bienestar,Salud,2021,5,1,11,23,19,1,1.1,False,Rezago leve,Hombre,2016,False,False,False,False,False
2023,4439501,2,199708,25 a 29 Años,2018,1,20230610,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,201,Administracion de Empresas,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,4,0,4,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Administración y Comercio,Técnico en Administración de Empresas,Administración de Empresas y Derecho,Educación Comercial y Administración,2023,6,1,11,25,21,7,2.75,False,Rezago severo,Mujer,2018,False,False,False,False,False
2024,12083058,1,197305,40 y Más Años,2022,2,20241219,Institutos Profesionales,Institutos Profesionales,117,Ip Iacc,2,Ingenieria en Administracion de Empresas,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,4,1,4,Metropolitana,Santiago,Providencia,A Distancia,No Presencial,Plan Especial,Administración y Comercio,Administración de Empresas e Ing. Asociadas,Administración de Empresas y Derecho,Educación Comercial y Administración,2024,12,2,5,51,49,1,1.25,False,Rezago leve,Hombre,2022,True,False,False,False,False
2020,5824329,2,199804,20 a 24 Años,2016,1,20201029,Universidades,Universidades Cruch,92,Universidad Catolica del Maule,4,Pedagogia en Educacion Especial con Mencion,Pregrado,Profesional con Licenciatura,Carreras Profesionales,9,0,9,Maule,Talca,Talca,Diurna,Presencial,Plan Regular,Educación,Pedagogía en Educación Diferencial,Educación,Educación,2020,10,2,10,22,18,1,1.111,False,Rezago leve,Mujer,2016,False,False,False,False,False
2020,17393761,2,199605,20 a 24 Años,2014,1,20201210,Universidades,Universidades Cruch,87,Universidad de Concepcion,101,Medicina Veterinaria,Pregrado,Profesional con Licenciatura,Carreras Profesionales,11,0,11,Ñuble,Diguillin,Chillan,Diurna,Presencial,Plan Regular,Agropecuaria,Medicina Veterinaria,"Agricultura, Silvicultura, Pesca y Veterinaria",Veterinaria,2020,12,2,14,24,18,3,1.273,False,Rezago moderado,Mujer,2014,False,False,False,False,False
2020,16251595,1,199512,20 a 24 Años,2014,1,20200928,Universidades,Universidades Cruch,87,Universidad de Concepcion,45,Ingenieria Civil,Pregrado,Profesional con Licenciatura,Carreras Profesionales,12,0,12,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Tecnología,"Ingeniería Civil, Plan Común y Licenciatura en Ciencias de la Ingeniería","Ingeniería, Industria y Construcción",Ingeniería y Profesiones Afines,2020,9,2,14,24,19,2,1.167,False,Rezago leve,Hombre,2014,False,False,False,False,False
2024,20761042,2,200104,20 a 24 Años,2019,1,20240903,Institutos Profesionales,Institutos Profesionales,152,Ip Latinoamericano de Comercio Exterior - Iplacex,21,Psicopedagogia,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,8,0,8,Metropolitana,Santiago,Santiago,Vespertina,Presencial,Plan Regular,Educación,Psicopedagogía,Educación,Educación,2024,9,2,12,23,18,4,1.5,False,Rezago moderado,Mujer,2019,False,False,False,False,False
2021,3617802,2,199611,20 a 24 Años,2016,1,20210506,Universidades,Universidades Cruch,72,Universidad de Valparaiso,3,Biologia Marina,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,2,10,Valparaíso,Valparaiso,Valparaiso,Diurna,Presencial,Plan Regular,Ciencias Básicas,Biología Marina y Ecología Marina,"Ciencias Naturales, Matemáticas y Estadística",Ciencias Biológicas y Afines,2021,5,1,11,24,20,1,1.1,False,Rezago leve,Mujer,2016,False,False,False,False,False
2024,21565835,2,200207,20 a 24 Años,2022,1,20241108,Centros de Formación Técnica,Centros de Formación Técnica,260,Cft Santo Tomas,47,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Antofagasta,Antofagasta,Antofagasta,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2024,11,2,6,22,20,1,1.2,False,Rezago leve,Mujer,2022,False,False,False,False,False
2022,13617134,2,199801,20 a 24 Años,2016,1,20230124,Universidades,Universidades Cruch,87,Universidad de Concepcion,105,Obstetricia y Puericultura,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Biobío,Concepcion,Concepcion,Diurna,Presencial,Plan Regular,Salud,Obstetricia y Puericultura,Salud y Bienestar,Salud,2023,1,1,15,25,18,5,1.5,False,Rezago severo,Mujer,2016,False,False,False,False,False
2021,15722043,2,199605,25 a 29 Años,2015,1,20211023,Universidades,Universidades Privadas,9,Universidad del Alba,64,Tecnologia Medica,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,1,10,Coquimbo,Elqui,La Serena,Diurna,Presencial,Plan Regular,Salud,Tecnología Médica,Salud y Bienestar,Salud,2021,10,2,14,25,19,4,1.4,False,Rezago moderado,Mujer,2015,False,False,False,False,False
2022,10208439,1,199607,25 a 29 Años,2018,1,20220325,Institutos Profesionales,Institutos Profesionales,103,Ip Instituto de Estudios Bancarios Guillermo Subercaseaux,4,Ingenieria Financiera,Pregrado,Profesional Sin Licenciatura,Carreras Profesionales,9,1,9,Valparaíso,Valparaiso,Viña del Mar,Vespertina,Presencial,Plan Regular,Administración y Comercio,Ingeniería en Finanzas,Administración de Empresas y Derecho,Educación Comercial y Administración,2022,3,1,9,25,22,0,1.0,True,Oportuna,Hombre,2018,False,False,False,False,False
2024,15322652,1,197302,40 y Más Años,2011,1,20240523,Universidades,Universidades Privadas,11,Universidad Academia de Humanismo Cristiano,84,Programa Especial de Titulacion en Derecho,Pregrado,Profesional con Licenciatura,Carreras Profesionales,2,1,3,Metropolitana,Santiago,Providencia,Vespertina,Presencial,Plan Especial,Derecho,Derecho,Administración de Empresas y Derecho,Derecho,2024,5,1,27,51,38,24,9.0,False,Rezago severo,Hombre,2011,False,False,False,False,False
2021,397954,2,199204,25 a 29 Años,2016,1,20210616,Universidades,Universidades Privadas,13,Universidad Santo Tomas,160,Fonoaudiologia,Pregrado,Profesional con Licenciatura,Carreras Profesionales,10,0,10,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Fonoaudiología,Salud y Bienestar,Salud,2021,6,1,11,29,24,1,1.1,False,Rezago leve,Mujer,2016,False,False,False,False,False
2024,23832010,2,199309,30 a 34 Años,2022,1,20240829,Centros de Formación Técnica,Centros de Formación Técnica,430,Cft Inacap,39,Tecnico en Enfermeria,Pregrado,Técnico de Nivel Superior,Carreras Técnicas,5,0,5,Metropolitana,Santiago,Santiago,Diurna,Presencial,Plan Regular,Salud,Técnico en Enfermería,Salud y Bienestar,Salud,2024,8,2,6,30,29,1,1.2,False,Rezago leve,Mujer,2022,False,False,False,False,False
